id,literal_id,printed_id,playagricola_card_id,revision_id,deck_id,type_id,name_ja,name_en,min_players_number,imp_prereq,imp_cost,description,ja_is_official,vps,has_arrow,has_bonus,has_neg_bonus,has_pan_icon,has_bread_icon,ag2_category_icon_id,special_color_id
108051,G051,G051,1732,1,10,1,石材運び,Stone Deliveryman,3,,,ラウンド8、10、12、14のスペースにそれぞれ石材1を置く。これらのラウンドのはじめにその石材を得る。 ,0,0,0,0,0,0,0,,
108052,G052,G052,1733,1,10,1,石材商人,Stone Trader,4,,,アクションで石材を取るたび、食料1を支払い、印刷されたコストに石材が含まれる進歩をプレイしてもよい。（進歩のコストは通常通り支払う。）,0,0,0,0,0,0,0,,
108053,G053,G053,1734,1,10,1,石積み,Stonepiler,1,,,柵か厩を建設するたび、そのコストの一部もしくは全部を石材で支払ってもよい。石材1つは木材2つ分とみなす。 ,0,0,0,0,0,0,0,,
108054,G054,G054,1329,1,10,1,徴税人,Tax Collector,3,,,他のプレイヤーが建築資材を支払って大きい進歩を建設するたび、あなたはその中から好きな建築資材1つを得る。さらに食料1を共通のストックに払って、残りの建築資材から好きなものを1つ得てもよい。 ,0,0,0,0,0,0,0,,
108055,G055,G055,1736,1,10,1,トリュフ掘り,Truffle Digger,4,,,家族のアクションで、累積スペースから木材を取るたび、猪を1/2/3頭飼っていれば、追加で食料1/2/3を得る。 ,0,0,0,0,0,0,0,,
108056,G056,G056,1737,1,10,1,代役,Understudy,1,,,あなたの家族1人だけで占有されているアクションスペースに、2人目の家族を置いてもよい。（新生児は家族とみなす。）,0,0,0,0,0,0,0,,
108057,G057,G057,1738,1,10,1,菜食主義者,Vegetarian,1,,,（いかなる方法でも）食料に換えた小麦や野菜1につき、追加で食料1を得る。あなたは残りのゲーム中、家畜を食料に換えられない。 ,0,0,0,0,0,0,0,,
108058,G058,G058,1739,1,10,1,村の農夫,Village Farmer,3,,,このカードをプレイしたとき、残りラウンド数が1/3/6/9ならば、すぐに木材1/2/3/4を得る。ゲーム終了時、畑を最も多く耕しているプレイヤーは全員ボーナス3点を得る。 ,0,0,0,1,0,0,0,,
108059,G059,G059,1740,1,10,1,詐欺師,Wheedler,1,,,アクションスペースから食料を得るたび、追加で食料1を得る。進歩や職業の効果で得た食料には適用されない。 ,0,0,0,0,0,0,0,,
108060,G060,G060,1741,1,10,1,出稼ぎ工芸家,Wintercrafter,1,,,収穫の畑フェイズと食料供給フェイズの間に、小さい進歩をプレイするか、食料2を払って大きい進歩を建設できる。（進歩のコストは通常通り支払う。） ,0,0,0,0,0,0,0,,
108061,G061,G061,1577,1,10,2,暦,Almanac,,,木材1石材1,このカードをプレイしたとき、すぐにあなたの農場のみ収穫の畑フェイズと繁殖フェイズを行う。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108062,G062,G062,1578,1,10,2,畜産場,Animal Farm,,2種類の家畜,木材1,各ラウンド1回、家畜1頭を共通のストックに戻して、代わりにゲストトークンを得てもよい。このゲストトークンは、このラウンド中に家族と同じように使える。（家畜がゲストになる）,0,0,0,0,0,0,0,,
108063,G063,G063,1579,1,10,2,パン焼き畑,Baking Field,,職業2 パン焼き進歩1,,種をまくとき、畑にまくようにしてこのカードの上に小麦を植えられる。収穫時、この畑から収穫した小麦をすぐに焼いてパンにしなければならない。（このカードは得点計算で畑に含めない）,0,0,0,0,0,0,0,,
108064,G064,G064,1580,1,10,2,物々交換所,Bartering Hut,,,,このカードをプレイしたとき、すぐに共通のストックから（同じまたは異なる）家畜を2頭まで購入する。コストは羊1につき建築資材2、猪1につき建築資材3、牛1につき建築資材4。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108065,G065,G065,1742,1,10,2,ハチの巣型暖炉,Beehive Oven,,,石材2,「パンを焼く」アクションを行うとき、ハチの巣型暖炉を使用して小麦最大1を食料4に換えられる。ハチの巣型暖炉を使わずに小麦を1つ以上パンにしたとき、追加で食料1を得る。このカードをプレイしたとき、すぐに「パンを焼く」アクションを行える。,0,1,0,0,0,0,0,,
108066,G066,G066,1743,1,10,2,誕生石,Birthstone,,,,家族を増やすたび、石材1を払ってボーナス1点を得てもよい。誕生石をプレイしたとき、このラウンド中にすでに新しい家族が増えていた場合は、すぐにこの効果を行ってよい。 ,0,0,0,1,0,0,0,,
108067,G067,G067,1744,1,10,2,豊作,Bountiful Harvest,,職業2,,収穫時に2つ以上の資源を収穫し、かつ1頭以上家畜を繁殖させた場合、共通のストックから食料1をこのカードの上に置く。あなたはこの食料をいつでも使える。ゲーム終了時に、このカードの上にある食料1につきボーナス1点を得る。,0,0,0,1,0,0,0,,
108068,G068,G068,1745,1,10,2,物語,Chronicle,,職業1,木材2/レンガ2,大きい進歩ボードに残っている大きい進歩の上にそれぞれ食料1を置く。これらの進歩が獲得されたとき、あなたはその食料を得る。 ,0,0,0,0,0,0,0,,
108069,G069,G069,1746,1,10,2,皆伐,Clear Cutting,,職業1,木材1,畑1以上耕すたび、耕した畑の数だけ共通のストックから木材1を得る。,0,0,0,0,0,0,0,,
108070,G070,G070,1747,1,10,2,家畜檻,Corral,,職業1,木材3,家の縦横に隣接している空の畑それぞれに同じ種類の家畜を2頭まで収容できる。異なる家畜檻には異なる種類の家畜を飼える。ゲーム終了時に、1頭以上家畜を飼っているこれらの畑1につきボーナス1点を得る。,0,0,0,1,0,0,0,,
108071,G071,G071,1748,1,10,2,牛の鈴,Cow Bell,,,レンガ1,未使用の農場スペースに牛を2頭まで飼える。ただし最大でも4頭まで。（そのスペースは未使用スペースとみなす。）,0,0,0,0,0,0,0,,
108072,G072,G072,1749,1,10,2,糞山,Dunghill,,職業2,木材1,収穫の畑フェイズのはじめに2/3種類の家畜を飼っていれば、栽培中の畑（もしくはカード）1/2つに資源を１つ追加してもよい。（ヤギのような動物のカードは数えない。カードに収容している家畜は含めてよい。）,0,0,0,0,0,0,0,,
108073,G073,G073,1750,1,10,2,移動式暖炉,Errant Oven,,,,このカードをプレイしたとき、すぐに「パンを焼く」アクションを行う。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108074,G074,G074,1751,1,10,2,武者修行,Extra Effort,,,食料1,このカードをプレイしたとき、すぐに大きい進歩を建設する。（進歩のコストは通常通り支払う。）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108075,G075,G075,1752,1,10,2,農家市場,Farmers Market,,,食料2,このカードをプレイしたとき、すぐに野菜1を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108076,G076,G076,1753,1,10,2,園芸用具,Gardening Tools,,,木材2,他のプレイヤーが種をまくたび、あなたは共通のストックに食料1を支払い「種をまく」アクションを行ってもよい。 ,0,0,0,0,0,0,0,,
108077,G077,G077,1754,1,10,2,錐,Gimlet,,,木材1レンガ1,木/レンガ/石の部屋の増築コストは、木材/レンガ/石材1少なくなる。毎ラウンド最大2つまで、厩の建設コストが木材1少なくなる。 ,0,1,0,0,0,0,0,,
108078,G078,G078,1755,1,10,2,小麦市場,Grain Market,,小麦畑3,,小麦を1つ以上収穫するたび、その後すぐに自分のストックにある小麦1を野菜1に交換できる。,0,1,0,0,0,0,0,,
108079,G079,G079,1756,1,10,2,金槌,Hammer,,,,このカードをプレイしたとき、すぐに「柵」アクションを行う。柵を1本以上建てているプレイヤー全員に、木材1を払わなければならない。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108080,G080,G080,1757,1,10,2,収穫の宴,Harvest Feast,,職業3,,このカードをプレイしたとき、各プレイヤーはすぐに植えてある資源を好きなだけ自分のストックに移してよい。（これは収穫には数えない。）,0,1,0,0,0,0,0,,
108081,G081,G081,1758,1,10,2,干草置き場,Hayloft,,,木材1,ゲーム終了時に、厩が3/4つあるならボーナス1/2点を得る。 ,0,0,0,1,0,0,0,,
108082,G082,G082,1759,1,10,2,雇われの助っ人,Hired Helpers,,,食料1,毎ラウンド、ゲストトークンを1つ家族と同じように配置してよい。そうした場合、次のラウンドであなたは置ける人物が1人少なくなる。この効果は、2ラウンド続けて使用したり、ラウンド14で使用したりすることはできない。,0,0,0,0,0,0,0,,
108083,G083,G083,1760,1,10,2,休日の贈り物,Holiday Present,,,木材1/レンガ1,このカードをプレイしたとき、すぐに物乞いカードを1枚捨てるか、好きな家畜1を共通のストックから得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108084,G084,G084,1761,1,10,2,馬小屋,Horse Barn,,職業1,,種をまくとき、厩ちょうど1つに縦横に隣接する畑にまくなら、その畑に小麦1または野菜1を追加で置く。厩2つ以上に隣接する畑には、小麦2または野菜2を追加で置く。（厩が柵で囲われているかどうかは問わない。）,0,0,0,0,0,0,0,,
108085,G085,G085,1762,1,10,2,灌漑用水路,Irrigation Canal,,,木材1石材1,栽培中の畑に縦横に隣接するように畑を耕すとき、その畑から小麦または野菜1を取り、新しく耕した畑にすぐ植えてよい。このとき、新しく耕した畑に置く小麦や野菜は、1つ少なくなる。 ,0,1,0,0,0,0,0,,
108086,G086,G086,1763,1,10,2,移動労働者,Itinerant Laborers,,,食料1,このカードをプレイしたとき、すぐに「種をまく」アクションを行う。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108087,G087,G087,1764,1,10,2,魔法の豆,Magic Beans,,,牛1,このカードをプレイしたとき、すぐに野菜2を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108088,G088,G088,1765,1,10,2,ミートパイ,Meat Pie,,職業1,小麦2/家畜1,小麦を1つ以上パンにするたび、追加で小麦1と家畜1を払ってボーナス3点を得てもよい。このカードをプレイしたとき、すぐに「パンを焼く」アクションを行ってもよい。 ,0,1,0,1,0,0,0,,
108089,G089,G089,1766,1,10,2,移住労働者,Migrant Workers,,職業1,木材2,アクションスペース「日雇い労働者」を使うたび、食料1を支払って畑1を耕してもよい。 ,0,0,0,0,0,0,0,,
108090,G090,G090,1767,1,10,2,放牧場,Paddocks,,,,このカードをプレイしたときすぐに、すでにある牧場の内側に（無料で）柵を4本まで置ける。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108091,G091,G091,1768,1,10,2,毛皮の屋根,Pelt Roof,,職業2,,猪1、牛1、羊2のいずれかを食料に換えるたび、共通のストックから葦1をこのカードの上に置いてもよい。この葦は、増築または改築に使用できる。 ,0,0,0,0,0,0,0,,
108092,G092,G092,1769,1,10,2,マツの森,Pine Forest,,,,ラウンドのはじめに、あなたのストックの木材が0個なら、共通のストックから木材1をこのカードの上に置いてもよい。この木材が5つになったら、あなたのストックに移す。（このカードの木材のためだけに、自分のストックにある木材を共通のストックに返すことはできない。）,0,0,0,0,0,0,0,,
108093,G093,G093,1770,1,10,2,豊穣地,Plentiful Fields,,,,このカードをプレイしたとき、あなたの農場の栽培中の畑1つにつき食料1をすぐに得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108094,G094,G094,1771,1,10,2,ろくろ,Potters Wheel,,,木材1,レンガ1を陶工か製陶所で食料に換えるたび、追加で食料1を得る。今後、あなたは製陶所を小さい進歩として出せる。 ,0,0,0,0,0,0,0,,
108095,G095,G095,1772,1,10,2,個人間取引,Private Market,,,木材1レンガ1,毎ラウンド1回、あなたは食料2を好きな建築資材1つと交換できる。 ,0,1,0,0,0,0,0,,
108096,G096,G096,1773,1,10,2,私立学校,Private School,,,木材3/レンガ3,このカードは、プレイヤー全員が使える追加のアクションスペースである。私立学校を使うプレイヤーは、あなたに食料1を支払い、職業1をプレイする。ただし、追加のコストは支払うこと。（族長、愛人など）,0,1,0,0,0,0,0,,
108097,G097,G097,1774,1,10,2,滑車,Pulley,,,木材2,アクションスペース「日雇い労働者」を使うたび、その後すぐに1部屋だけ増築してもよい。（増築のための資材は通常通り支払う。）,0,1,0,0,0,0,0,,
108098,G098,G098,1775,1,10,2,かぼちゃパイ,Pumpkin Pie,,,小麦2/野菜1,小麦を1つ以上パンにするたび、追加で小麦1と野菜1を払ってボーナス3点を得てもよい。このカードをプレイしたとき、すぐに「パンを焼く」アクションを行ってもよい。 ,0,1,0,1,0,0,0,,
108099,G099,G099,1312,1,10,2,葦床,Reed Beds,,職業1,木材2,アクションスペース「畑1を耕す」を使うたび、追加で葦1を得る。 ,0,1,0,0,0,0,0,,
108100,G100,G100,1776,1,10,2,葦の売却,Reed Sale,,,葦1,このカードをプレイしたとき、すぐに食料3を得る。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108101,G101,G101,1777,1,10,2,改装,Remodeling,,厩1,木材1葦1,このカードをプレイしたとき、すぐにに厩1つをストックに戻し、木の家を1部屋増築する。（増築のコストは不要であるが、このカードを出すためのコストは支払うこと。）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
108102,G102,G102,1778,1,10,2,ソーセージ練り器,Sausage Grinder,,,石材2,家畜を食料に換えるたび、食料に換えた家畜1につき追加で食料1を得る。 ,0,1,0,0,0,0,0,,
108103,G103,G103,1779,1,10,2,大鎌,Scythe,,職業1,木材1石材1,すでに資源が植えられている畑に種をまいてもよい。新しい資源は、すでに植えられているものに重ねて置く。同じ畑に異なる品物を植えることはできない。,0,1,0,0,0,0,0,,
108104,G104,G104,1780,1,10,2,旬の物,Seasonal Plants,,職業1,,偶数ラウンドに種をまくたび、種をまいた畑のうち1つに、対応する資源を追加で1つ置く。 ,0,0,0,0,0,0,0,,
108105,G105,G105,1781,1,10,2,種子散布機,Seed Spreader,,,木材1レンガ1,アクションスペース「畑1を耕す」を使うたび、その後すぐに小麦1か野菜1をまいてもよい。 ,0,0,0,0,0,0,0,,
108106,G106,G106,1782,1,10,2,共用の壁,Shared Wall,,職業2,石材1,家を牧場の境界線として扱えるようになる。この方法で作られた牧場の内部に増築することはできない。（今後も、15本まで柵を作れる。）,0,0,0,0,0,0,0,,
108107,G107,G107,1783,1,10,2,羊市場,Sheep Market,,職業1,木材1,収穫のはじめに、小麦1または野菜1を羊1に交換できる。もしくは、羊1を小麦1または野菜1に交換できる。 ,0,0,0,0,0,0,0,,
108108,G108,G108,1784,1,10,2,牧羊犬,Sheepdog,,,,未使用の農場スペースそれぞれに羊を2匹まで収容できる。（このスペースは未使用スペースとみなす。）あなたの家に、羊以外の家畜は飼えなくなる。 牧羊犬には、収穫で食料1を供給しなければならない。（食料が足りない場合は、物乞わなければならない。） ,0,0,0,0,0,0,0,,
108109,G109,G109,1785,1,10,2,羊皮の絨毯,Sheepskin Rug,,,羊1,ゲーム終了時にかまどを持っていれば、ボーナス2点を得る。 ,0,0,0,1,0,0,0,,
108110,G110,G110,1786,1,10,2,シャベル,Shovel,,,木材1レンガ1,アクションスペース「日雇い労働者」を使うたび、その後すぐに「種をまく」アクションを行ってもよい。 ,0,0,0,0,0,0,0,,
108111,G111,G111,1787,1,10,2,草刈り鎌,Sickle,,,木材1,ゲーム終了時に、少なくとも畑5、小麦8、野菜4を持っているならボーナス3点を得る。（畑に植えてある小麦や野菜も含める。）,0,0,0,1,0,0,0,,
108112,G112,G112,1788,1,10,2,石のクレーン,Stone Crane,,職業2,木材2石材2,他のプレイヤーが増築または改築をするたび、あなたも（家族を配置せずに）そのアクションを行える。このとき、コストは好きな建築資材1つ分少なくなる。 ,0,1,0,0,0,0,0,,
108113,G113,G113,1789,1,10,2,石の調理場,Stone Kitchen,,,石材3,"いつでも、以下の通り品物を食料に換えられる:
野菜1→食料4 羊1→食料2 猪1→食料3 牛1→食料4
「パンを焼く」アクションのたびに換えられる:
小麦1→食料3",0,2,0,0,0,1,1,,
108114,G114,G114,1790,1,10,2,石切りの広間,Stonecutters Hall,,,石材2+（木材3/レンガ3/葦3）,収穫のたび、石切りの広間を使って石材最大1を食料3に換えられる。ゲーム終了時に、ストックに石材2/4/5があれば、ボーナス1/2/3点を得る。 ,0,2,0,1,0,0,0,,
108115,G115,G115,1791,1,10,2,養魚場,Fish Farm,,栽培中の畑1 職業1,,他のプレイヤーが「漁」アクションを行うたび、あなたは畑に植えられた小麦や野菜をそれぞれの畑から1つ取り、自分のストックに置く。（この効果は畑のように扱うカードにも適用する。）これは収穫には数えない。 ,0,0,0,0,0,0,0,,
108116,G116,G116,1792,1,10,2,樹上の家,Tree House,,職業3,木材2葦1,木の家以外に住み次第、部屋のうち1つに家族が追加で1人住めるようになる。 ,0,0,0,0,0,0,0,,
108117,G117,G117,1793,1,10,2,じゃがいもスコップ,Vegetable Scoop,,,木材2,「野菜1を取る」アクションを使用するたび、追加で野菜1を得る。 ,0,0,0,0,0,0,0,,
108118,G118,G118,1794,1,10,2,冬園,Winter Garden,,,,自分の部屋のうちひとつに、畑であるかのように種をまいてもよい。家畜（ヤギを含む）を家に飼うと、その部屋に植えられた全ての資源を共通のストックに移る。部屋に植えられた資源は通常通り収穫し、加えてラウンド6、8、10、12の終わりにも収穫する。,0,0,0,0,0,0,0,,
108119,G119,G119,1795,1,10,2,木の桟橋,Wooden Bridge,,,木材3,アクションスペース「葦1」を使うたび、追加で食料1を得る。アクションスペース「日雇い労働者」を使うたび、追加で葦1を得る。 ,0,1,0,0,0,0,0,,
109001,F01,🌲01,,1,11,14,人魚との遭遇 パート1,"The Lady of the Sea, Pt. 1",,,,すぐに、未使用スペース3か所までに畑を耕す。,0,0,0,0,0,0,0,,
109002,F02,🌲02,,1,11,11,ユニコーンとの遭遇 パート1,"Meeting a Unicorn, Pt. 1",,,,収穫の繁殖フェイズとゲーム終了時に、ユニコーンは好きな家畜1として（繁殖および得点計算に）数える。,0,0,0,0,0,0,0,,
109003,F03,🌲03,,1,11,11,ユニコーンとの遭遇 パート2,"Meeting a Unicorn, Pt. 2",,,,「家族を増やす 部屋がなくてもよい」を行う。,0,-3,0,0,0,0,0,,
109004,F04,🌲04,,1,11,14,野生児,Feral Child,,,,次の収穫までゲストマーカーを得る。通常の家族と同じように食料供給しなければならず、その後ジャングルへ消える。（このカードをデッキに戻してシャッフルする。）,0,0,0,0,0,0,0,,
109005,F05,🌲05,,1,11,14,隠遁者,The Hermit,,,,あなたは全ての羊を隠遁者に渡す。隠遁者は同じ数の木材をくれる。,0,0,0,0,0,0,0,,
109006,F06,🌲06,,1,11,14,人魚との遭遇 パート2,"The Lady of the Sea, Pt. 2",,,,スタートプレイヤーマーカーを得る。他のプレイヤー誰かが人魚に王だと宣言されるまで（このカードが再び引かれるまで）はあなたがスタートプレイヤーを維持する。このカードをデッキに戻してシャッフルする。スタートプレイヤーのアクションは効果を失う。（このカードをデッキに戻してシャッフルする。）,0,0,0,0,0,0,0,,
109007,F07,🌲07,,1,11,14,猪の王,The Boar King,,,,農場に猪が1頭以上いるなら、あなたのすべての猪が子供を産む（2倍になる）。猪がいないなら、猪の王はあなたの畑を荒らして、栽培中の野菜を破棄する。野菜畑もないなら、猪の王は激怒して、未使用スペース1に畑を耕す。,0,0,0,0,0,0,0,,
109008,F08,🌲08,,1,11,14,タイツの男たち,Men in Tights,,,,それぞれの建築資材について、最も多く持っているプレイヤー（複数人のこともある）はすぐにその資源を1つ失う。同様に、最も少ない数持っているプレイヤーはすぐにその資源を1つ得る。もし、2人以上が同数で最も少ない場合、最も多く持っているプレイヤーはその資源を均等に配るか、「タイツの男たち」のプレイヤーに降伏しなければならない。（このカードをデッキに戻してシャッフルする。）,0,0,0,0,0,0,0,,
109009,F09,🌲09,,1,11,14,貴族の義務,Noblesse Oblige,,,,自分のストックの小麦を2倍にする。小麦がない場合に限り、自分のストックの野菜を2倍にする。小麦も野菜もない場合に限り、小麦と野菜それぞれ1つを共通のストックから得る。,0,0,0,0,0,0,0,,
109010,F10,🌲10,,1,11,14,真夏の夜の夢,A midsummer night's dream,,,,次の帰宅フェイズで、各プレイヤーは家族1人を左どなりのプレイヤーに渡す。次のラウンドの間、持っているプレイヤーがコマを配置するが、効果は本来の所有者が得る。ルールに従って配置しなければならない。その後の帰宅フェイズで、家族は通常通り帰宅する。（このカードをデッキに戻してシャッフルする。）,0,0,0,0,0,0,0,,
109011,F11,🌲11,,1,11,14,フランス風の城,French Castle,,,,あなたの母はハムスターで、父からはニワトコの実の香りがしたので、あなたは城壁を壊してしまった。石材3と食料3を得る。一時的に投獄されて、家族を配置する次の機会を逃す。（このラウンドに後で配置できる。）,0,0,0,0,0,0,0,,
109012,F12,🌲12,,1,11,14,すべての木材は我々のもの,All your wood are belong to us,,,,自分のストックにある全ての木材を廃棄する。畑の上にある小麦と野菜の数を2倍にする。（ストックのものは増えない。）（このカードをデッキに戻してシャッフルする。）,0,0,0,0,0,0,0,,
109013,F13,🌲13,,1,11,10,蘇りし者,Revenant,3,,,この帰宅フェイズで、この家族をこの職業の上に置く。この家族はもうあなたの家にスペースを必要としない。毎ラウンド、この家族は各プレイヤーの家族コマ全てが配置されるまで待たなければならない。その後で、蘇りし者は2つのアクションを行える。,0,0,0,0,0,0,0,,
109014,F14,🌲14,,1,11,10,人狼,Werewolf,1,,,毎ラウンドの帰宅フェイズで、あなたの家畜のうち1頭を犠牲にしなければならない。あなたは（残っているものの中から）追加のアクションを得る。家畜がいないなら、他のプレイヤー1人の家畜1頭を選び、犠牲にする。そのプレイヤーは追加のアクションを得る。,0,0,0,0,0,0,0,,
109015,F15,🌲15,,1,11,10,高貴な騎士,The Noble Knight,1,,,「漁」のアクションを使うたびに、追加で食料2を得る。,0,0,0,0,0,0,0,,
109016,F16,🌲16,,1,11,12,火の沼の炎が吹き出す暖炉,The Fire Bog Flame Spurts Oven,,,,羊1→食料2 猪1→食料2 ラマ1→食料2 牛1→食料2 馬1→食料2 フェアリー1→食料2,0,1,0,0,0,1,0,,
109017,F17,🌲17,,1,11,13,ミルクと蜂蜜の国,Land of Milk and Honey,,,,このアクションに使用した家族コマをゲームから取り除く。（この家族は後で「家族を増やす」を行って戻せる。）食料10を得る。（ゲストは使用不可。）,0,0,0,0,0,0,0,,
109018,F18,🌲18,,1,11,13,戦姫,Warrior Princess,,,,このカードは、ラウンド5-7に登場するラウンドカード「家族を増やす そして 小さい進歩1」を置き換える。新しいアクション:このアクションを使用した家族コマをゲームから取り除く。ボーナス5点を得る。（この家族は後で「家族を増やす」を行って戻せる。）（ゲストは使用不可。）,0,0,0,1,0,0,0,,
109019,F19,🌲19,,1,11,13,竜の巣,Dragon's Lair,,,,"羊1→ドラゴンはあなたの農場3スペースを焼く。未使用スペースとみなさなくなるが、他に使えなくなる
猪1→小さい進歩のデッキから2枚引き、手札に加える
牛1→石材3
馬1→燃料4
家族コマ1（ゲスト不可）→他のプレイヤー1人の好きな職業1を廃棄する
（一度に複数の支払ってもよい）",0,0,0,0,0,0,0,,
109020,F20,🌲20,,1,11,13,フェアリーリング,Fairy Ring,,,,すぐにこのカードの上にフェアリーマーカー2を乗せる。ラウンドのはじめにフェアリー1を乗せる。このスペースを使用したプレイヤーはこれらのフェアリーを得る。未使用スペースそれぞれにフェアリーを2匹まで飼える。ゲーム終了時に、最も多くのフェアリーを飼っているプレイヤーがボーナス5点を得る。,0,0,0,0,0,0,0,,
109021,F21,🌲21,,1,11,13,辿り着かない道,The Road Not Taken,,,,"葦・石材 / レンガ
家族はこのカードのどちらかの側に配置する。ラウンドの終わりに、ゲームボードのアクションスペース上に残っている、対応する資源を全て取る。",0,0,0,0,0,0,0,,
109022,F22,🌲22,,1,11,11,FOUS: 異常な大きさのフェンス,FOUS Fences of Unusual Size,,,,柵を建てるたび、一直線に連続した柵のコストが木材1で済む。,0,0,0,0,0,0,0,,
109023,F23,🌲23,,1,11,11,魔女との遭遇,Meeting a witch,,,,得たばかりの木材1を老婆に渡す。お礼に、彼女は水晶玉を3回まで使わせてくれる。占いトークン3をこのカードの上に置く。占いトークン1を払うと、🌲デッキの山の上から3枚を見て好きな順番で戻すことができる。（最後の占いトークンがなくなり次第、このカードをデッキに戻してシャッフルする。）,0,0,0,0,0,0,0,,
109024,F24,🌲24,,1,11,11,キャメロット,Camelot,,,,このカードをあなたの農場の隣に置く。このカードは家族1、羊1、猪1、牛1、馬1そしてラマ1を収容できる。,0,0,0,0,0,0,0,,
110001,WM001,WM001,670,1,12,1,アマゾネス,Amazon,3,,,7/9/11/13ラウンドに家族コマで「漁」を使うと、ラウンド数に応じてそれぞれ追加で羊1/猪1/牛1/好きな家畜1を得る,1,0,0,0,0,0,0,,
110002,WM002,WM002,2227,1,13,1,家畜バイヤー,Animal Buyer,3,,,収穫のたび、畑フェイズの最後に家畜を2頭まで購入できる（2頭は同じ種類でも違う種類でもよい）。コストは羊が食料2、猪が食料3、牛が食料4。,1,0,0,0,0,0,0,,
110003,WM003,WM003,963,1,12,1,リンゴつみ,Apple Picker,1,,,家族コマで「小麦1を取る」か「野菜1を取る」を使うたび、追加で木材1と食料1を得る。,1,0,0,0,0,0,0,,
110004,WM004,WM004,501,1,14,1,即席パン屋,Bargaining Baker,1,,,すべての暖炉を資材それか1つ少なく作ることができる。:パン:の進歩を行うたびに、その直前に小麦1をストックから手に入れる。（:パン:の進歩とは、:パン:がついた進歩カードを指す。暖炉とは「○○暖炉」という名前の:パン:進歩カードを指す）,1,0,0,0,0,0,0,,
110005,WM005,WM005,910,1,13,1,養蜂家,Bee Keeper,1,,,このカードを出した時、すぐに厩1を無料で作る。この厩は横にしておき、家畜を収容できない。この厩がある限り、収穫のたび、食料供給フェイズで食料1を得る（得点計算では通常通り柵で囲めば1点になる）,1,0,0,0,0,0,0,,
110006,WM006,WM006,176,1,12,1,借用者,Borrower,1,,,このカードを出したときに食料7と物乞いカード2枚を得る。いつでも食料3を支払えば、この物乞いカードを1枚返せる。また食料供給で食料が足りず受け取った物乞いカードも、1枚につき食料3を払えば返せる,1,0,0,0,0,0,0,,
110007,WM007,WM007,859,1,15,1,枝集め,Branch Collector,1,,,レンガか石材を使う増築・改築・進歩を行うたび、コストを支払う前に、共通のストックから木材1を得る,1,0,0,0,0,0,0,,
110008,WM008,WM008,1044,1,13,1,パン運び,Bread Carrier,1,,,次に誰かが暖炉を作ったとき、残っているラウンドスペース全てに食料1ずつ置く。各ラウンドのはじめに、この食料を得る（すでに暖炉が作られていたら、すぐに食料1ずつ置く。暖炉が2つ以上あっても、置く食料は1ずつ。「暖炉」とは○○暖炉という名前の、パンを焼く進歩カードを指す）,1,0,0,0,0,0,0,,
110009,WM009,WM009,151,1,16,1,女化学者,Chemist,3,,,家族のアクションで資材の累積スペースから木材を取るたびに、自分のストックのレンガ1を、資材が累積するほかのアクションスペースに置けば、食料2を得る。（「資材の累積スペース」とは、毎ラウンド資材が追加されるアクションスペースを指す）,1,0,0,0,0,0,0,,
110010,WM010,WM010,1067,1,12,1,修道院生活者,Cloister Dweller,1,,,得点計算のとき、自分の農場の5列を見て、1列3マス全てが部屋か、3マス全てが畑か、3マス全てが同じ牧場に属していたら、1列につき1点を得る。,1,0,0,1,0,0,0,,
110011,WM011,WM011,2120,1,12,1,建築業者,Contractor,1,,,部屋を増築または改築するか、大きな進歩を行うたびに、好きな資材1つを食料1で代用できる,1,0,0,0,0,0,0,,
110012,WM012,WM012,1902,1,16,1,ねたみ深い農夫,Covetous Farmer,3,,,毎ラウンド1回だけ、手番中に資材1つを共通のストックから取ることができる。ただしその資材は、ほかのプレイヤー全員がもっており、自分だけもっていないものに限る,1,0,0,0,0,0,0,,
